Date,Open,High,Low,Close,Volume,Market Cap
"Jan 19, 2018",1.58,1.7,1.5,1.55,"3,697,430,000","61,291,900,000"
"Jan 18, 2018",1.31,1.73,1.26,1.6,"9,110,440,000","50,577,100,000"
"Jan 17, 2018",1.18,1.38,0.897797,1.31,"7,251,210,000","45,854,700,000"
"Jan 16, 2018",1.68,1.7,0.909313,1.18,"5,687,960,000","65,018,400,000"
"Jan 15, 2018",1.86,1.9,1.67,1.68,"1,838,460,000","71,909,400,000"
"Jan 14, 2018",2.02,2.02,1.81,1.86,"1,978,200,000","78,195,800,000"
"Jan 13, 2018",2.05,2.12,1.98,2.02,"2,130,170,000","79,469,700,000"
"Jan 12, 2018",1.94,2.16,1.87,2.04,"3,330,810,000","75,172,500,000"
"Jan 11, 2018",1.98,2.25,1.62,1.95,"6,296,120,000","76,711,800,000"
"Jan 10, 2018",2.13,2.16,1.7,1.97,"4,833,640,000","82,511,000,000"
"Jan 09, 2018",2.44,2.53,1.98,2.1,"3,694,700,000","94,657,500,000"
"Jan 08, 2018",3.36,3.36,2.07,2.46,"3,315,260,000","130,302,000,000"
"Jan 07, 2018",3.09,3.49,3.08,3.38,"2,395,150,000","119,819,000,000"
"Jan 06, 2018",3.02,3.24,2.99,3.09,"2,777,560,000","117,033,000,000"
"Jan 05, 2018",3.3,3.56,2.83,3.05,"6,288,500,000","127,870,000,000"
"Jan 04, 2018",3.12,3.84,3.12,3.2,"8,103,660,000","120,763,000,000"
"Jan 03, 2018",2.46,3.28,2.44,3.11,"6,635,880,000","95,457,200,000"
"Jan 02, 2018",2.37,2.49,2.25,2.48,"3,171,010,000","91,791,800,000"
"Jan 01, 2018",2.3,2.39,2.15,2.39,"1,894,230,000","88,945,900,000"
"Dec 31, 2017",2.1,2.39,1.87,2.3,"4,642,080,000","81,162,600,000"
"Dec 30, 2017",2.2,2.85,2.04,2.16,"8,108,390,000","85,187,400,000"
"Dec 29, 2017",1.44,2.27,1.44,2.21,"7,545,740,000","55,767,500,000"
"Dec 28, 2017",1.39,1.5,1.26,1.43,"2,843,300,000","53,998,200,000"
"Dec 27, 2017",1.18,1.47,1.18,1.4,"2,854,260,000","45,875,700,000"
"Dec 26, 2017",1.12,1.19,1.09,1.19,"938,847,000","43,455,400,000"
"Dec 25, 2017",1.05,1.13,1,1.12,"686,014,000","40,506,000,000"
"Dec 24, 2017",1.18,1.18,0.911226,1.04,"754,959,000","45,541,100,000"
"Dec 23, 2017",1.17,1.21,1.08,1.17,"1,497,590,000","45,167,600,000"
"Dec 22, 2017",1.17,1.38,0.741013,1.14,"4,644,700,000","45,189,500,000"
"Dec 21, 2017",0.782515,1.24,0.782515,1.19,"3,626,110,000","30,314,000,000"
